invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I205426,C186611,Male,41,Shoes,5,3000.85,Cash,17/05/2021,Kanyon
I355468,C132930,Male,20,Food & Beverage,5,26.15,Cash,15/02/2023,Kanyon
I276780,C264460,Male,28,Food & Beverage,4,20.92,Cash,15/03/2021,Viaport Outlet
I694416,C148326,Female,21,Cosmetics,3,121.98,Cash,31/07/2021,Cevahir AVM
I576574,C282847,Male,48,Toys,4,143.36,Debit Card,14/07/2021,Mall of Istanbul
I291610,C196959,Male,32,Souvenir,2,23.46,Debit Card,22/02/2021,Mall of Istanbul
I177823,C719386,Female,22,Shoes,2,1200.34,Credit Card,27/01/2021,Mall of Istanbul
I276413,C173425,Female,30,Clothing,4,1200.32,Cash,17/10/2022,Kanyon
I138448,C379560,Female,29,Shoes,1,600.17,Cash,3/10/2021,Metropol AVM
I936898,C717100,Male,66,Clothing,5,1500.4,Debit Card,25/10/2022,Metrocity
I214049,C190851,Male,21,Clothing,1,300.08,Cash,26/04/2022,Metrocity
I308457,C239670,Female,29,Clothing,2,600.16,Cash,1/1/2022,Metropol AVM
I162737,C189528,Female,64,Food & Beverage,5,26.15,Cash,26/11/2022,Cevahir AVM
I118213,C259617,Female,45,Clothing,3,900.24,Cash,26/02/2023,Zorlu Center
I162275,C270653,Female,63,Toys,5,179.2,Cash,13/11/2022,Kanyon
I121309,C328653,Female,33,Food & Beverage,5,26.15,Cash,13/01/2022,Zorlu Center
I209666,C808429,Male,57,Cosmetics,2,81.32,Cash,26/07/2022,Emaar Square Mall
I186098,C577778,Female,61,Food & Beverage,4,20.92,Cash,3/3/2023,Kanyon
I252732,C337111,Female,50,Technology,1,1050,Credit Card,3/12/2022,Mall of Istanbul
I144605,C185286,Female,62,Food & Beverage,1,5.23,Credit Card,29/03/2021,Mall of Istanbul
I224809,C220753,Female,21,Toys,4,143.36,Credit Card,10/4/2022,Istinye Park
I328570,C304549,Female,26,Shoes,1,600.17,Debit Card,27/05/2021,Istinye Park
I466399,C112106,Female,55,Clothing,4,1200.32,Credit Card,29/07/2021,Mall of Istanbul
I209794,C211046,Male,41,Shoes,4,2400.68,Cash,3/10/2021,Emaar Square Mall
I396577,C174867,Female,64,Food & Beverage,2,10.46,Debit Card,5/5/2022,Metrocity
I633408,C324130,Female,24,Cosmetics,1,40.66,Cash,6/9/2022,Kanyon
I238811,C140468,Male,58,Food & Beverage,2,10.46,Cash,10/3/2021,Emaar Square Mall
I188062,C147714,Female,64,Food & Beverage,1,5.23,Credit Card,14/12/2022,Mall of Istanbul
I241492,C297409,Female,65,Technology,3,3150,Credit Card,6/8/2021,Kanyon
I109243,C659489,Female,60,Food & Beverage,1,5.23,Cash,5/12/2022,Mall of Istanbul
I424826,C151389,Male,26,Toys,5,179.2,Debit Card,12/8/2022,Metropol AVM
I407385,C186987,Female,52,Toys,4,143.36,Credit Card,1/1/2023,Metrocity
I998246,C154655,Female,63,Books,3,45.45,Cash,11/1/2021,Metrocity
I231324,C313899,Male,62,Toys,5,179.2,Cash,26/01/2021,Metrocity
I194311,C948070,Male,20,Shoes,5,3000.85,Cash,23/03/2022,Metrocity
I242666,C264794,Male,22,Clothing,4,1200.32,Cash,4/9/2022,Metropol AVM
I242455,C299578,Female,24,Clothing,5,1500.4,Credit Card,30/10/2021,Emaar Square Mall
I304186,C536173,Male,54,Cosmetics,4,162.64,Cash,24/12/2022,Kanyon
I226055,C102341,Female,53,Clothing,4,1200.32,Cash,3/9/2021,Metropol AVM
I689927,C153125,Female,21,Souvenir,4,46.92,Credit Card,17/06/2021,Kanyon
I264503,C190567,Male,37,Clothing,2,600.16,Credit Card,19/01/2022,Metrocity
I336346,C254675,Female,67,Cosmetics,4,162.64,Cash,1/5/2022,Kanyon
I297833,C116247,Female,43,Technology,4,4200,Cash,12/7/2021,Mall of Istanbul
I179179,C192048,Female,48,Clothing,5,1500.4,Debit Card,9/4/2022,Emaar Square Mall
I728008,C204642,Female,65,Souvenir,2,23.46,Cash,27/12/2022,Forum Istanbul
I122112,C309088,Female,40,Clothing,3,900.24,Cash,8/10/2021,Istinye Park
I893024,C279227,Female,19,Toys,4,143.36,Credit Card,14/12/2022,Istinye Park
I163058,C316730,Female,19,Toys,4,143.36,Cash,12/6/2022,Emaar Square Mall
I285178,C235182,Male,51,Clothing,4,1200.32,Cash,30/06/2022,Metrocity
I561458,C103328,Female,67,Shoes,5,3000.85,Cash,8/1/2023,Mall of Istanbul
I191830,C219635,Female,36,Food & Beverage,5,26.15,Cash,4/3/2022,Emaar Square Mall
I712981,C326381,Female,63,Clothing,3,900.24,Credit Card,1/1/2023,Metrocity
I250114,C117527,Female,43,Souvenir,3,35.19,Cash,7/3/2021,Kanyon
I303405,C945257,Male,47,Clothing,4,1200.32,Credit Card,16/01/2022,Cevahir AVM
I175327,C177544,Female,33,Shoes,4,2400.68,Credit Card,12/2/2023,Mall of Istanbul
I239662,C633334,Male,50,Cosmetics,3,121.98,Cash,25/07/2021,Metrocity
I946777,C216388,Female,52,Souvenir,1,11.73,Debit Card,18/06/2021,Viaport Outlet
I311790,C393058,Female,33,Technology,2,2100,Cash,23/11/2022,Mall of Istanbul
I161888,C246148,Female,45,Clothing,5,1500.4,Cash,2/6/2022,Kanyon
I744963,C174247,Male,51,Shoes,5,3000.85,Credit Card,25/09/2021,Istinye Park
I151235,C255004,Male,23,Clothing,4,1200.32,Credit Card,17/07/2022,Kanyon
I598848,C215935,Male,27,Technology,5,5250,Credit Card,3/5/2021,Kanyon
I117629,C111821,Female,29,Toys,5,179.2,Debit Card,22/02/2022,Mall of Istanbul
I224300,C218363,Male,45,Food & Beverage,3,15.69,Debit Card,6/12/2022,Istinye Park
I653860,C319517,Male,21,Clothing,4,1200.32,Cash,18/09/2022,Mall of Istanbul
I684750,C203761,Male,52,Food & Beverage,3,15.69,Credit Card,4/10/2022,Forum Istanbul
I376616,C230330,Male,66,Souvenir,5,58.65,Cash,10/12/2021,Kanyon
I168281,C282785,Female,39,Cosmetics,1,40.66,Cash,16/04/2022,Mall of Istanbul
I186292,C224338,Male,33,Clothing,2,600.16,Cash,5/6/2022,Metrocity
I198800,C171271,Female,44,Clothing,5,1500.4,Cash,10/2/2023,Zorlu Center
I473341,C540364,Female,46,Clothing,5,1500.4,Credit Card,22/04/2021,Kanyon
I106606,C217635,Male,65,Clothing,3,900.24,Credit Card,20/01/2021,Metrocity
I288609,C179298,Female,22,Books,4,60.6,Cash,26/11/2022,Viaport Outlet
I148365,C164735,Male,51,Clothing,2,600.16,Cash,8/4/2022,Mall of Istanbul
I222536,C223765,Female,33,Clothing,1,300.08,Cash,15/12/2021,Istinye Park
I665412,C116721,Male,62,Toys,2,71.68,Credit Card,30/07/2021,Metrocity
I120459,C160057,Male,31,Cosmetics,1,40.66,Cash,27/07/2022,Kanyon
I264690,C284233,Female,69,Clothing,5,1500.4,Cash,9/6/2022,Metrocity
I941395,C325783,Female,53,Souvenir,4,46.92,Cash,13/04/2021,Mall of Istanbul
I925883,C150424,Female,61,Technology,3,3150,Debit Card,14/03/2021,Metropol AVM
I158248,C247697,Female,60,Cosmetics,5,203.3,Cash,16/02/2021,Metropol AVM
I166245,C315434,Male,30,Food & Beverage,1,5.23,Cash,24/11/2022,Mall of Istanbul
I203509,C125501,Female,19,Clothing,5,1500.4,Credit Card,26/02/2022,Kanyon
I580020,C129520,Female,39,Toys,1,35.84,Cash,2/2/2023,Istinye Park
I225740,C226059,Male,18,Clothing,2,600.16,Credit Card,7/1/2021,Cevahir AVM
I182439,C278058,Female,24,Clothing,1,300.08,Debit Card,23/02/2021,Mall of Istanbul
I544694,C219322,Female,40,Toys,4,143.36,Cash,3/2/2022,Kanyon
I227463,C111646,Female,31,Cosmetics,1,40.66,Cash,10/6/2022,Metropol AVM
I231320,C330880,Female,61,Shoes,3,1800.51,Cash,21/01/2022,Kanyon
I319246,C574522,Female,57,Clothing,2,600.16,Credit Card,13/12/2022,Mall of Istanbul
I219929,C294266,Male,39,Cosmetics,3,121.98,Debit Card,12/6/2022,Metropol AVM
I995536,C255498,Male,34,Technology,4,4200,Credit Card,15/12/2021,Metropol AVM
I328585,C259425,Female,30,Food & Beverage,4,20.92,Credit Card,10/9/2021,Metropol AVM
I333584,C131168,Male,23,Cosmetics,4,162.64,Cash,19/07/2022,Viaport Outlet
I159437,C307440,Female,46,Clothing,2,600.16,Credit Card,10/10/2021,Viaport Outlet
I285994,C897547,Female,35,Books,3,45.45,Credit Card,3/11/2021,Viaport Outlet
I235745,C100952,Male,39,Clothing,3,900.24,Cash,29/07/2022,Mall of Istanbul
I862703,C754727,Female,54,Shoes,5,3000.85,Cash,24/09/2022,Mall of Istanbul
I475859,C248263,Male,46,Shoes,3,1800.51,Credit Card,24/11/2021,Kanyon
I279949,C997269,Female,66,Clothing,2,600.16,Debit Card,21/01/2023,Metrocity
I255592,C376907,Female,46,Clothing,2,600.16,Credit Card,7/3/2021,Mall of Istanbul
I297547,C257206,Female,50,Food & Beverage,3,15.69,Credit Card,6/12/2022,Mall of Istanbul
I242936,C126185,Female,40,Cosmetics,4,162.64,Cash,29/09/2021,Zorlu Center
I198365,C974900,Male,52,Food & Beverage,5,26.15,Cash,12/11/2022,Mall of Istanbul
I913036,C224414,Female,44,Clothing,4,1200.32,Credit Card,3/10/2021,Kanyon
I109546,C154116,Female,60,Souvenir,2,23.46,Cash,27/09/2022,Metropol AVM
I813544,C170220,Male,56,Clothing,2,600.16,Credit Card,19/11/2022,Kanyon
I272564,C264567,Female,28,Clothing,5,1500.4,Credit Card,4/11/2022,Metropol AVM
I178117,C260433,Male,27,Food & Beverage,4,20.92,Debit Card,11/12/2021,Zorlu Center
I245914,C180241,Male,22,Food & Beverage,4,20.92,Credit Card,24/05/2022,Mall of Istanbul
I129861,C554661,Female,59,Books,4,60.6,Credit Card,14/01/2023,Metropol AVM
I816001,C213985,Male,48,Cosmetics,2,81.32,Debit Card,17/03/2021,Metropol AVM
I165189,C405354,Male,22,Souvenir,5,58.65,Debit Card,11/4/2021,Metropol AVM
I238509,C639489,Female,18,Food & Beverage,3,15.69,Cash,27/12/2022,Kanyon
I302645,C984140,Female,20,Cosmetics,5,203.3,Cash,14/01/2021,Istinye Park
I848064,C236221,Female,50,Cosmetics,4,162.64,Credit Card,23/08/2022,Zorlu Center
I266784,C702797,Female,35,Food & Beverage,3,15.69,Credit Card,2/6/2022,Cevahir AVM
I262061,C197706,Male,21,Souvenir,3,35.19,Cash,14/01/2022,Zorlu Center
I274555,C214520,Female,50,Food & Beverage,3,15.69,Cash,26/02/2022,Mall of Istanbul
I127637,C250030,Male,20,Technology,5,5250,Cash,10/3/2022,Emaar Square Mall
I229842,C308897,Male,33,Technology,4,4200,Cash,11/9/2022,Forum Istanbul
I261938,C788070,Female,68,Cosmetics,1,40.66,Debit Card,4/7/2022,Metropol AVM
I134953,C223777,Female,69,Food & Beverage,2,10.46,Cash,22/01/2023,Emaar Square Mall
I190935,C140463,Male,27,Shoes,2,1200.34,Credit Card,5/7/2021,Kanyon
I191448,C317627,Female,19,Souvenir,5,58.65,Cash,28/04/2021,Metropol AVM
I241242,C258200,Female,62,Cosmetics,1,40.66,Credit Card,22/06/2021,Forum Istanbul
I217640,C287719,Male,19,Food & Beverage,4,20.92,Debit Card,20/09/2022,Kanyon
I340081,C745381,Male,63,Clothing,2,600.16,Debit Card,11/1/2023,Zorlu Center
I102729,C216936,Female,44,Clothing,1,300.08,Credit Card,3/1/2021,Metrocity
I247467,C174748,Female,53,Clothing,1,300.08,Debit Card,20/07/2021,Viaport Outlet
I464851,C235937,Female,54,Clothing,3,900.24,Credit Card,27/12/2022,Kanyon
I134596,C328501,Female,67,Clothing,1,300.08,Credit Card,15/01/2023,Istinye Park
I270750,C459331,Male,34,Clothing,4,1200.32,Debit Card,24/04/2022,Zorlu Center
I328790,C451997,Male,22,Books,5,75.75,Credit Card,16/01/2022,Zorlu Center
I626360,C221803,Female,32,Clothing,1,300.08,Credit Card,8/9/2021,Emaar Square Mall
I151432,C167729,Female,68,Cosmetics,4,162.64,Cash,12/11/2021,Cevahir AVM
I933604,C277514,Female,29,Shoes,3,1800.51,Cash,15/10/2021,Metrocity
I772148,C283156,Male,43,Souvenir,2,23.46,Credit Card,18/06/2021,Kanyon
I275481,C266210,Female,18,Clothing,5,1500.4,Cash,3/11/2022,Kanyon
I254239,C236410,Male,58,Clothing,1,300.08,Credit Card,25/06/2022,Kanyon
I181317,C158418,Male,65,Clothing,3,900.24,Credit Card,20/01/2021,Mall of Istanbul
I299338,C304293,Female,63,Clothing,2,600.16,Cash,27/02/2022,Metrocity
I306089,C288579,Male,41,Food & Beverage,2,10.46,Cash,29/01/2023,Istinye Park
I208834,C179974,Male,44,Clothing,1,300.08,Debit Card,11/7/2022,Mall of Istanbul
I205304,C219031,Male,69,Clothing,5,1500.4,Cash,4/2/2023,Kanyon
I690900,C184139,Female,64,Technology,4,4200,Cash,17/10/2021,Kanyon
I140192,C744996,Male,41,Food & Beverage,2,10.46,Cash,4/8/2021,Metropol AVM
I111713,C115125,Male,35,Clothing,5,1500.4,Credit Card,25/10/2022,Mall of Istanbul
I189272,C117597,Female,27,Clothing,5,1500.4,Credit Card,10/12/2021,Mall of Istanbul
I272270,C906013,Female,18,Souvenir,2,23.46,Cash,22/12/2021,Mall of Istanbul
I335434,C191936,Male,54,Souvenir,1,11.73,Cash,3/5/2021,Cevahir AVM
I467431,C724217,Female,50,Toys,3,107.52,Debit Card,25/06/2021,Metropol AVM
I211458,C222698,Female,58,Clothing,5,1500.4,Credit Card,3/1/2023,Viaport Outlet
I142309,C122771,Female,39,Technology,5,5250,Credit Card,27/01/2021,Istinye Park
I198579,C204073,Female,53,Food & Beverage,3,15.69,Cash,16/02/2021,Kanyon
I829370,C109025,Female,26,Food & Beverage,2,10.46,Cash,18/09/2021,Metropol AVM
I199989,C280102,Male,49,Food & Beverage,2,10.46,Debit Card,11/2/2021,Metropol AVM
I187125,C147754,Male,30,Cosmetics,2,81.32,Cash,28/10/2022,Kanyon
I188284,C287298,Female,58,Clothing,1,300.08,Cash,2/4/2022,Istinye Park
I600635,C168758,Male,35,Clothing,1,300.08,Cash,5/2/2023,Kanyon
I286756,C278952,Male,39,Clothing,1,300.08,Debit Card,29/05/2022,Metropol AVM
I278269,C225020,Female,63,Technology,5,5250,Credit Card,21/04/2022,Kanyon
I870785,C323623,Female,46,Shoes,2,1200.34,Cash,14/05/2021,Istinye Park
I134174,C103933,Female,22,Technology,3,3150,Cash,10/1/2023,Kanyon
I232102,C102204,Male,63,Toys,4,143.36,Cash,13/09/2022,Viaport Outlet
I210753,C233222,Female,46,Clothing,1,300.08,Cash,3/4/2022,Kanyon
I308243,C141163,Female,36,Clothing,3,900.24,Cash,13/01/2021,Mall of Istanbul
I163824,C117700,Female,69,Clothing,2,600.16,Cash,11/2/2021,Metrocity
I306944,C295421,Male,56,Clothing,3,900.24,Cash,10/5/2021,Kanyon
I833576,C726658,Female,46,Clothing,5,1500.4,Cash,7/10/2021,Istinye Park
I318227,C107314,Male,34,Toys,3,107.52,Credit Card,10/6/2022,Mall of Istanbul
I226368,C117004,Male,27,Toys,4,143.36,Cash,2/1/2021,Cevahir AVM
I572795,C339683,Female,37,Clothing,3,900.24,Credit Card,21/07/2021,Zorlu Center
I968682,C187905,Female,29,Clothing,3,900.24,Credit Card,30/09/2022,Metrocity
I220585,C213889,Female,20,Clothing,2,600.16,Debit Card,28/04/2022,Metrocity
I157221,C763878,Female,34,Souvenir,2,23.46,Cash,3/1/2021,Mall of Istanbul
I431371,C812470,Male,56,Clothing,4,1200.32,Cash,4/8/2021,Kanyon
I142420,C149717,Female,31,Clothing,2,600.16,Credit Card,9/10/2022,Istinye Park
I449823,C189300,Female,65,Cosmetics,4,162.64,Cash,29/08/2022,Mall of Istanbul
I103854,C296437,Female,54,Clothing,5,1500.4,Cash,26/02/2023,Emaar Square Mall
I349065,C319754,Male,29,Clothing,3,900.24,Debit Card,11/5/2021,Mall of Istanbul
I252379,C306769,Female,33,Clothing,3,900.24,Cash,16/12/2022,Mall of Istanbul
I332112,C303454,Female,26,Souvenir,2,23.46,Credit Card,5/6/2021,Mall of Istanbul
I251537,C249541,Female,60,Clothing,2,600.16,Cash,5/2/2021,Istinye Park
I309914,C331066,Female,69,Food & Beverage,5,26.15,Cash,13/12/2021,Mall of Istanbul
I323413,C266213,Male,34,Clothing,1,300.08,Debit Card,9/1/2022,Kanyon
I165882,C159453,Female,57,Toys,4,143.36,Cash,27/03/2022,Kanyon
I201834,C558962,Male,37,Clothing,3,900.24,Cash,14/09/2021,Forum Istanbul
I272657,C126328,Male,32,Clothing,5,1500.4,Credit Card,10/9/2022,Metropol AVM
I339254,C302927,Female,43,Clothing,1,300.08,Debit Card,30/08/2022,Metrocity
I125611,C215631,Female,29,Food & Beverage,1,5.23,Credit Card,23/10/2022,Viaport Outlet
I878739,C308729,Female,47,Toys,4,143.36,Cash,13/09/2022,Forum Istanbul
I639125,C231233,Male,53,Clothing,2,600.16,Debit Card,24/09/2021,Metropol AVM
I104726,C288417,Female,44,Toys,2,71.68,Debit Card,25/08/2022,Forum Istanbul
I537783,C144994,Female,27,Shoes,5,3000.85,Credit Card,14/06/2021,Zorlu Center
I147781,C186217,Male,30,Books,4,60.6,Debit Card,5/6/2021,Kanyon
I298674,C114933,Female,36,Clothing,1,300.08,Credit Card,24/11/2021,Istinye Park
I158914,C129546,Male,24,Clothing,4,1200.32,Debit Card,4/6/2022,Mall of Istanbul
I110657,C293134,Female,44,Cosmetics,5,203.3,Debit Card,16/01/2022,Metropol AVM
I226094,C159366,Female,58,Clothing,5,1500.4,Credit Card,10/2/2023,Zorlu Center
I184866,C121358,Female,31,Shoes,1,600.17,Debit Card,27/05/2022,Kanyon
I657071,C300869,Male,30,Technology,5,5250,Credit Card,10/8/2021,Metrocity
I136416,C212525,Male,65,Shoes,5,3000.85,Debit Card,14/09/2022,Forum Istanbul
I179759,C192871,Female,19,Toys,3,107.52,Cash,10/12/2021,Forum Istanbul
I221444,C336523,Male,40,Clothing,3,900.24,Cash,18/06/2021,Istinye Park
I273568,C215702,Male,60,Cosmetics,1,40.66,Credit Card,29/01/2022,Kanyon
I232339,C124207,Male,42,Shoes,5,3000.85,Debit Card,13/01/2021,Kanyon
I292861,C287762,Female,22,Books,5,75.75,Cash,31/08/2022,Metrocity
I290124,C335595,Female,68,Clothing,4,1200.32,Debit Card,5/10/2021,Kanyon
I114369,C260139,Female,33,Food & Beverage,5,26.15,Debit Card,5/10/2021,Emaar Square Mall
I264166,C722513,Female,32,Cosmetics,4,162.64,Cash,11/12/2021,Mall of Istanbul
I338238,C331096,Female,28,Shoes,5,3000.85,Cash,16/02/2023,Metropol AVM
I436385,C549303,Male,51,Toys,2,71.68,Cash,12/11/2021,Forum Istanbul
I818684,C303504,Male,21,Clothing,2,600.16,Debit Card,1/9/2021,Emaar Square Mall
I227438,C173642,Male,41,Toys,2,71.68,Cash,3/4/2022,Kanyon
I316802,C112528,Female,31,Clothing,4,1200.32,Debit Card,29/07/2021,Forum Istanbul
I325624,C949522,Female,48,Clothing,5,1500.4,Debit Card,4/5/2021,Mall of Istanbul
I262264,C251016,Male,32,Clothing,3,900.24,Credit Card,28/04/2021,Kanyon
I316641,C189212,Male,50,Clothing,3,900.24,Cash,18/09/2021,Metropol AVM
I494547,C979488,Female,35,Clothing,2,600.16,Credit Card,30/11/2022,Viaport Outlet
I432231,C334666,Female,32,Toys,5,179.2,Cash,22/02/2021,Kanyon
I241080,C246571,Male,48,Cosmetics,5,203.3,Credit Card,8/7/2022,Kanyon
I264515,C206451,Female,61,Clothing,4,1200.32,Cash,19/08/2021,Kanyon
I243270,C259110,Female,61,Books,4,60.6,Debit Card,27/01/2022,Kanyon
I734160,C139761,Female,62,Shoes,2,1200.34,Credit Card,5/8/2021,Kanyon
I247949,C330240,Female,36,Cosmetics,1,40.66,Credit Card,10/7/2021,Mall of Istanbul
I105444,C260392,Male,68,Clothing,3,900.24,Debit Card,5/8/2022,Viaport Outlet
I202022,C705848,Female,42,Clothing,1,300.08,Credit Card,9/1/2021,Mall of Istanbul
I253300,C255947,Female,28,Shoes,5,3000.85,Cash,30/05/2022,Istinye Park
I299925,C202977,Female,32,Clothing,2,600.16,Credit Card,11/8/2021,Mall of Istanbul
I188668,C307637,Female,22,Food & Beverage,4,20.92,Credit Card,26/02/2023,Viaport Outlet
I339338,C613860,Female,33,Clothing,5,1500.4,Debit Card,17/01/2023,Istinye Park
I331743,C185898,Male,25,Toys,4,143.36,Debit Card,29/10/2021,Kanyon
I597306,C114226,Male,44,Clothing,3,900.24,Cash,16/07/2021,Metrocity
I766358,C457066,Female,49,Cosmetics,3,121.98,Credit Card,17/06/2021,Metrocity
I174342,C542953,Female,21,Clothing,4,1200.32,Cash,30/11/2021,Kanyon
I673184,C668965,Female,69,Toys,4,143.36,Cash,4/5/2022,Kanyon
I410682,C138306,Male,56,Clothing,4,1200.32,Credit Card,17/07/2021,Kanyon
I528902,C627144,Male,44,Clothing,4,1200.32,Credit Card,22/08/2022,Viaport Outlet
I190414,C339391,Female,34,Food & Beverage,3,15.69,Debit Card,18/04/2021,Forum Istanbul
I275409,C307778,Female,20,Clothing,1,300.08,Cash,10/11/2021,Metrocity
I194073,C148344,Male,45,Clothing,3,900.24,Credit Card,7/10/2022,Kanyon
I328183,C764345,Female,48,Clothing,1,300.08,Credit Card,14/03/2022,Metropol AVM
I175882,C182871,Male,46,Clothing,3,900.24,Credit Card,22/10/2021,Metrocity
I267166,C830872,Female,52,Clothing,3,900.24,Credit Card,4/4/2021,Metrocity
I339252,C619754,Female,45,Shoes,4,2400.68,Cash,21/07/2021,Istinye Park
I718529,C801388,Female,55,Shoes,3,1800.51,Cash,24/04/2022,Mall of Istanbul
I119696,C237263,Female,28,Toys,3,107.52,Cash,27/01/2023,Istinye Park
I687133,C637201,Male,25,Clothing,1,300.08,Debit Card,9/5/2021,Zorlu Center
I246054,C253509,Female,43,Shoes,2,1200.34,Debit Card,20/05/2021,Metrocity
I773125,C124670,Male,57,Souvenir,2,23.46,Credit Card,29/04/2021,Cevahir AVM
I966421,C289055,Male,61,Clothing,5,1500.4,Cash,30/12/2022,Istinye Park
I927276,C264247,Male,53,Cosmetics,3,121.98,Debit Card,21/09/2022,Emaar Square Mall
I238967,C245279,Male,69,Food & Beverage,2,10.46,Credit Card,2/12/2022,Forum Istanbul
I252964,C141039,Female,48,Shoes,2,1200.34,Debit Card,2/8/2021,Istinye Park
I182088,C863251,Female,25,Books,5,75.75,Cash,17/06/2021,Mall of Istanbul
I294669,C281777,Female,23,Food & Beverage,4,20.92,Debit Card,7/9/2021,Zorlu Center
I251776,C205701,Male,49,Clothing,5,1500.4,Credit Card,22/08/2021,Istinye Park
I189580,C318446,Female,66,Clothing,5,1500.4,Cash,8/7/2022,Viaport Outlet
I827572,C154363,Male,40,Clothing,5,1500.4,Credit Card,15/03/2022,Forum Istanbul
I172166,C309357,Female,49,Food & Beverage,5,26.15,Cash,25/03/2022,Kanyon
I279355,C169212,Male,22,Books,5,75.75,Credit Card,5/6/2022,Mall of Istanbul
I281870,C158008,Female,62,Clothing,2,600.16,Cash,24/01/2023,Metrocity
I331473,C240449,Male,59,Technology,5,5250,Debit Card,28/10/2022,Mall of Istanbul
I222260,C193754,Male,18,Clothing,2,600.16,Credit Card,25/09/2022,Metropol AVM
I790202,C311616,Male,34,Souvenir,5,58.65,Cash,3/4/2022,Mall of Istanbul
I839939,C250284,Male,64,Cosmetics,1,40.66,Cash,2/8/2022,Mall of Istanbul
I267492,C213632,Female,26,Cosmetics,4,162.64,Debit Card,1/12/2022,Mall of Istanbul
I277709,C784303,Female,19,Clothing,2,600.16,Debit Card,8/6/2021,Mall of Istanbul
I334539,C284435,Female,20,Clothing,5,1500.4,Debit Card,28/07/2022,Mall of Istanbul
I148476,C162154,Female,65,Clothing,2,600.16,Cash,27/04/2021,Mall of Istanbul
I322960,C235721,Male,27,Cosmetics,2,81.32,Cash,10/9/2021,Cevahir AVM
I752732,C367226,Female,35,Clothing,5,1500.4,Credit Card,16/12/2021,Cevahir AVM
I501464,C149129,Female,62,Food & Beverage,1,5.23,Cash,27/05/2022,Forum Istanbul
I242848,C805973,Female,45,Clothing,3,900.24,Credit Card,27/03/2021,Istinye Park
I422929,C505610,Female,22,Toys,5,179.2,Cash,6/4/2021,Metrocity
I999141,C233544,Female,41,Clothing,1,300.08,Debit Card,9/4/2021,Viaport Outlet
I265776,C731377,Female,48,Clothing,1,300.08,Credit Card,18/04/2022,Kanyon
I431335,C714681,Female,51,Clothing,1,300.08,Cash,4/12/2022,Mall of Istanbul
I276462,C299571,Female,67,Clothing,2,600.16,Debit Card,7/8/2022,Mall of Istanbul
I121662,C115961,Male,66,Clothing,1,300.08,Cash,1/6/2022,Metrocity
